bioguide,candidate_id,cycle,totals_source,active_through,address_city,address_state,address_street_1,address_street_2,address_zip,all_other_loans,candidate_contribution,candidate_election_year,candidate_inactive,candidate_status,cash_on_hand_end_period,contribution_refunds,contributions,coverage_end_date,coverage_start_date,cycles,debts_owed_by_committee,disbursements,district,district_number,election_districts,election_full,election_year,election_years,exempt_legal_accounting_disbursement,federal_funds,federal_funds_flag,first_file_date,fundraising_disbursements,has_raised_funds,incumbent_challenge,incumbent_challenge_full,individual_contributions,individual_itemized_contributions,individual_unitemized_contributions,is_election,last_beginning_image_number,last_cash_on_hand_end_period,last_debts_owed_by_committee,last_debts_owed_to_committee,last_f2_date,last_file_date,last_net_contributions,last_net_operating_expenditures,last_report_type_full,last_report_year,load_date,loan_repayments,loan_repayments_candidate_loans,loan_repayments_other_loans,loans,loans_made_by_candidate,name,net_contributions,net_operating_expenditures,office,office_full,offsets_to_fundraising_expenditures,offsets_to_legal_accounting,offsets_to_operating_expenditures,operating_expenditures,other_disbursements,other_political_committee_contributions,other_receipts,party,party_full,political_party_committee_contributions,receipts,refunded_individual_contributions,refunded_other_political_committee_contributions,refunded_political_party_committee_contributions,state,state_full,total_offsets_to_operating_expenditures,transaction_coverage_date,transfers_from_other_authorized_committee,transfers_to_other_authorized_committee,two_year_period
G000597,H0NY02234,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,728592.62,2025-06-30T00:00:00,2025-01-01T00:00:00,,,349425.23,,,,True,,,0.0,0.0,,,0.0,,,,164092.62,161361.13,2731.49,,202507159763380059,2039097.19,0.0,0.0,,,342454.66,163479.13,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,728592.62,336094.48,,,0.0,0.0,1880.75,337975.23,11450.0,564500.0,17264.81,,,0.0,842916.13,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,95177.95,0.0,
G000601,H4TX12065,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,307702.63,2025-06-30T00:00:00,2025-01-01T00:00:00,,,295842.37,,,,True,,,0.0,0.0,,,0.0,,,,119902.63,116787.5,3115.13,,202507159762953683,873652.36,0.0,0.0,,,166834.85,101362.04,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,307702.63,295842.37,,,0.0,0.0,0.0,295842.37,0.0,187800.0,0.0,,,0.0,633598.27,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,325895.64,0.0,
G000605,H2CA13115,2026,candidate,,,,,,,0.0,0.0,2026,,,,2601.07,1106009.28,2025-06-30T00:00:00,2025-01-01T00:00:00,,,528512.73,,,,True,,,0.0,0.0,,,0.0,,,,681547.88,583371.27,98176.61,,202507159763504130,781283.57,76369.0,0.0,,,714232.44,253832.79,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1103408.21,496186.12,,,0.0,0.0,0.0,496186.12,29725.54,424075.0,4433.26,,,386.4,1117838.58,2601.07,0.0,0.0,,,0.0,2025-06-30T00:00:00,7396.04,0.0,
H001042,H6HI02251,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001058,H0MI02094,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,1449605.19,2025-06-30T00:00:00,2025-01-01T00:00:00,,,330187.44,,,,True,,,0.0,0.0,,,0.0,,,,663305.19,649235.11,14070.08,,202507249764217615,1382621.97,0.0,0.0,,,745052.22,230038.89,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1449605.19,330187.44,,,0.0,0.0,0.0,330187.44,0.0,786300.0,0.0,,,0.0,1603769.45,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,154164.26,0.0,
H001068,H2CA06259,2026,candidate,,,,,,,0.0,0.0,2026,,,,40.0,284207.12,2025-06-30T00:00:00,2025-01-01T00:00:00,,,331254.7,,,,True,,,0.0,0.0,,,0.0,,,,213207.12,194928.29,18278.83,,202507159763502386,957403.37,586.57,0.0,,,117657.29,94764.29,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,284167.12,168416.48,,,0.0,0.0,1748.22,170164.7,161050.0,71000.0,18059.79,,,0.0,304015.13,40.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
H001079,S8MS00261,2026,candidate,,,,,,,0.0,0.0,2026,,,,26686.0,2534551.88,2025-06-30T00:00:00,2021-01-01T00:00:00,,,1582924.9,,,,True,,,0.0,0.0,,,0.0,,,,1755208.23,1306135.34,449072.89,,202301139574690085,1454301.18,60000.0,0.0,,,570461.43,145793.18,YEAR-END,2025,,0.0,0.0,0.0,0.0,0.0,,2507865.88,1535645.25,,,0.0,0.0,0.0,1535645.25,20593.65,778300.0,4704.01,,,1043.65,2868683.57,10286.0,16400.0,0.0,,,0.0,2025-06-30T00:00:00,329427.68,0.0,
H001086,H0TN01118,2026,candidate,,,,,,,0.0,0.0,2026,,,,15311.0,384968.61,2025-06-30T00:00:00,2025-01-01T00:00:00,,,246801.96,,,,True,,,0.0,0.0,,,0.0,,,,136468.61,109139.0,27329.61,,202507159762866457,1611404.87,1456793.0,0.0,,,201780.39,73743.59,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,369657.61,216340.96,,,0.0,0.0,4000.0,220340.96,11150.0,248500.0,11812.29,,,0.0,407437.7,10311.0,5000.0,0.0,,,0.0,2025-06-30T00:00:00,6656.8,0.0,
H001093,H6IN09143,2026,candidate,,,,,,,0.0,58.25,2026,,,,0.0,428228.62,2025-06-30T00:00:00,2025-01-01T00:00:00,,,297914.98,,,,True,,,0.0,0.0,,,0.0,,,,121920.37,113396.27,8524.1,,202507159762877586,1008584.88,0.0,0.0,,,179801.91,119744.79,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,428228.62,257108.5,,,0.0,0.0,6206.48,263314.98,34600.0,306250.0,0.0,,,0.0,564456.0,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,130020.9,0.0,
H001098,H4AZ08108,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,258883.5,2025-06-30T00:00:00,2025-01-01T00:00:00,,,242388.35,,,,True,,,0.0,0.0,,,0.0,,,,142923.5,89192.62,53730.88,,202507159763425471,247723.24,256016.75,0.0,,,146931.1,64236.61,JULY QUARTERLY,2025,,100000.0,100000.0,0.0,0.0,0.0,,258883.5,142241.08,,,0.0,0.0,147.27,142388.35,0.0,115960.0,0.0,,,0.0,453702.99,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,194672.22,0.0,
H001102,H6NC09200,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,183251.18,2025-06-30T00:00:00,2025-01-01T00:00:00,,,104967.76,,,,True,,,0.0,0.0,,,0.0,,,,113001.18,107800.0,5201.18,,202507149762830323,198681.43,0.0,0.0,,,97318.98,39380.64,JULY QUARTERLY,2025,,30000.0,30000.0,0.0,0.0,0.0,,183251.18,67374.53,,,0.0,0.0,4013.63,71388.16,3579.6,70000.0,0.0,,,250.0,196116.47,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,8851.66,0.0,
J000288,H6GA04129,2026,candidate,,,,,,,0.0,0.0,2026,,,,2550.0,164766.87,2025-06-30T00:00:00,2025-01-01T00:00:00,,,152516.2,,,,True,,,0.0,0.0,,,0.0,,,,21987.7,13900.0,8087.7,,202507159763102393,126584.11,5211.2,0.0,,,98568.35,56818.36,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,162216.87,112711.91,,,0.0,0.0,2657.44,115369.35,34596.85,142000.0,0.0,,,779.17,167424.31,5050.0,-2500.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
J000295,H2OH14064,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,434924.29,2025-06-30T00:00:00,2025-01-01T00:00:00,,,155839.18,,,,True,,,0.0,0.0,,,0.0,,,,134233.29,123255.0,10978.29,,202507159763546276,3043005.44,0.0,0.0,,,184181.36,45266.08,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,434924.29,90414.18,,,0.0,0.0,0.0,90414.18,65425.0,300691.0,21044.88,,,0.0,455969.17,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
J000302,H8PA13125,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,675660.17,2025-06-30T00:00:00,2025-01-01T00:00:00,,,664768.41,,,,True,,,0.0,0.0,,,0.0,,,,148110.17,146799.0,1311.17,,202507159763260814,2899094.7,0.0,0.0,,,342728.17,134550.34,JULY QUARTERLY,2025,,302141.0,302141.0,0.0,0.0,0.0,,675660.17,326727.41,,,0.0,0.0,0.0,326727.41,35900.0,527550.0,43732.52,,,0.0,963725.02,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,244332.33,0.0,
J000309,H2IL01349,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,82614.17,2025-06-30T00:00:00,2025-01-01T00:00:00,,,120870.95,,,,True,,,0.0,0.0,,,0.0,,,,65614.17,62100.0,3514.17,,202507159763316005,15929.77,27000.0,0.0,,,33884.17,48934.88,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,82614.17,117045.49,,,0.0,0.0,498.46,117543.95,3327.0,17000.0,0.0,,,0.0,83112.63,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
K000009,H2OH09031,2026,candidate,,,,,,,0.0,0.0,2026,,,,6692.0,642190.84,2025-06-30T00:00:00,2025-01-01T00:00:00,,,186104.13,,,,True,,,0.0,0.0,,,0.0,,,,335588.99,260273.13,75315.86,,202507159762928706,941489.38,0.0,0.0,,,381420.06,85681.16,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,635498.84,155729.82,,,0.0,0.0,0.0,155729.82,23682.31,306601.85,2060.93,,,0.0,678667.02,2792.0,3900.0,0.0,,,0.0,2025-06-30T00:00:00,34415.25,0.0,
K000377,S0AZ00350,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000388,H6MS01131,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,282752.7,2025-06-30T00:00:00,2025-01-01T00:00:00,,,271570.62,,,,True,,,0.0,0.0,,,0.0,,,,129495.8,124648.36,4847.44,,202507159762901933,620045.59,0.0,0.0,,,176205.24,127010.95,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,282752.7,231570.62,,,0.0,0.0,0.0,231570.62,0.0,153256.9,4.98,,,0.0,282757.68,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,40000.0,
K000393,S4LA00065,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000399,H2VA02064,2026,candidate,,,,,,,0.0,0.0,2026,,,,4740.0,1445827.69,2025-06-30T00:00:00,2025-01-01T00:00:00,,,689340.35,,,,True,,,0.0,0.0,,,0.0,,,,882027.01,657083.47,224943.54,,202507159762924667,1448247.81,87686.33,0.0,,,580070.97,489581.27,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1441087.69,672699.95,,,0.0,0.0,11700.4,684400.35,200.0,558800.68,0.0,,,5000.0,2092110.76,4740.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,634582.67,0.0,
K000403,H4UT03260,2026,candidate,,,,,,,0.0,0.0,2026,,,,1521.73,264102.86,2025-06-30T00:00:00,2025-01-01T00:00:00,,,172811.87,,,,True,,,0.0,0.0,,,0.0,,,,148602.86,147650.7,952.16,,202507159762966770,236492.8,315279.48,0.0,,,196394.5,54875.57,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,262581.13,111740.14,,,0.0,0.0,0.0,111740.14,59550.0,115500.0,0.0,,,0.0,284102.86,21.73,1500.0,0.0,,,0.0,2025-06-30T00:00:00,20000.0,0.0,
L000397,H4CA16049,2026,candidate,,,,,,,0.0,0.0,2026,,,,2793.0,635321.66,2025-06-30T00:00:00,2025-01-01T00:00:00,,,288653.48,,,,True,,,0.0,0.0,,,0.0,,,,479371.66,309000.4,170371.26,,202507159763129573,644678.39,12244.15,0.0,,,297058.38,153592.57,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,632528.66,271015.86,,,0.0,0.0,2344.62,273360.48,12500.0,155950.0,0.0,,,0.0,693579.52,293.0,2500.0,0.0,,,0.0,2025-06-30T00:00:00,55913.24,0.0,
L000562,H2MA09072,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,208013.26,2025-06-30T00:00:00,2025-01-01T00:00:00,,,242129.96,,,,True,,,0.0,0.0,,,0.0,,,,94313.26,91950.0,2363.26,,202507159762854430,1060843.8,0.0,1750.0,,,164513.26,117039.14,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,208013.26,192129.96,,,0.0,0.0,0.0,192129.96,50000.0,113700.0,6236.64,,,0.0,214249.9,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
L000575,H0OK05114,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000583,H4GA11061,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,101628.43,2025-06-30T00:00:00,2025-01-01T00:00:00,,,87536.88,,,,True,,,0.0,0.0,,,0.0,,,,19378.43,18550.0,828.43,,202507159762966604,201283.54,0.0,0.0,,,66474.0,33511.36,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,101628.43,73328.74,,,0.0,0.0,14208.14,87536.88,0.0,82250.0,0.0,,,0.0,115836.57,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
L000595,H2LA05126,2026,candidate,,,,,,,0.0,0.0,2026,,,,2657.8,876051.21,2025-06-30T00:00:00,2025-01-01T00:00:00,,,499713.86,,,,True,,,0.0,0.0,,,0.0,,,,457090.36,452887.2,4203.16,,202507159763508839,2101907.16,0.0,0.0,,,517065.2,221350.9,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,873393.41,494406.06,,,0.0,0.0,0.0,494406.06,2650.0,418960.85,0.0,,,0.0,1254854.21,2657.8,0.0,0.0,,,0.0,2025-06-30T00:00:00,378803.0,0.0,
L000599,H2NY17162,2026,candidate,,,,,,,0.0,0.0,2026,,,,31833.87,1817255.99,2025-06-30T00:00:00,2025-01-01T00:00:00,,,806035.85,,,,True,,,0.0,0.0,,,0.0,,,,1153502.59,944796.87,208705.72,,202507149762783813,2200367.18,0.0,0.0,,,866594.82,433769.45,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1785422.12,756297.69,,,0.0,0.0,9316.79,765614.48,8587.5,658753.4,8489.85,,,5000.0,2837034.51,31833.87,0.0,0.0,,,0.0,2025-06-30T00:00:00,1001971.88,0.0,
L000603,H2TX08182,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,251707.16,2025-06-30T00:00:00,2025-01-01T00:00:00,,,381167.34,,,,True,,,0.0,0.0,,,0.0,,,,170107.16,101159.62,68947.54,,202507159762924396,574852.49,0.0,0.0,,,126237.77,173376.26,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,251707.16,355127.34,,,0.0,0.0,0.0,355127.34,26040.0,81600.0,3761.0,,,0.0,255468.16,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M000194,H0SC01394,2026,candidate,,,,,,,0.0,0.0,2026,,,,939.0,179045.87,2025-06-30T00:00:00,2025-01-01T00:00:00,,,600356.49,,,,True,,,0.0,0.0,,,0.0,,,,167545.87,53006.75,114539.12,,202507159762986868,478458.78,100.0,0.0,,,81927.05,309365.86,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,178106.87,599323.89,,,0.0,0.0,93.6,599417.49,0.0,11500.0,0.0,,,0.0,414179.03,939.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,235039.56,0.0,
M000687,H6MD07020,2026,candidate,,,,,,,0.0,0.0,2026,,,,1000.0,66542.0,2025-06-30T00:00:00,2025-01-01T00:00:00,,,93768.98,,,,True,,,0.0,0.0,,,0.0,,,,9042.0,8500.0,542.0,,202507159762870091,666998.48,0.0,0.0,,,48311.0,23249.35,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,65542.0,54603.18,,,0.0,0.0,300.0,54903.18,37865.8,57500.0,0.0,,,0.0,66842.0,0.0,1000.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001136,H0MI10287,2026,candidate,,,,,,,0.0,0.0,2026,,,,-5025.0,1410261.91,2025-06-30T00:00:00,2025-01-01T00:00:00,,,912764.32,,,,True,,,0.0,0.0,,,0.0,,,,857261.91,561601.06,295660.85,,202507159763221571,1423755.39,550000.0,0.0,,,754488.87,372480.96,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1415286.91,629476.26,,,0.0,0.0,1413.06,630889.32,280000.0,553000.0,0.0,,,0.0,1729662.34,-5025.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,317987.37,6900.0,
M001157,H4TX10093,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,74743.95,2025-06-30T00:00:00,2025-01-01T00:00:00,,,226287.14,,,,True,,,0.0,0.0,,,0.0,,,,40443.95,29953.62,10490.33,,202507159762924157,92775.72,0.0,0.0,,,39586.58,113648.94,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,74743.95,226037.14,,,0.0,0.0,250.0,226287.14,0.0,34300.0,0.0,,,0.0,187993.95,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,113000.0,0.0,
M001176,S8OR00207,2026,candidate,,,,,,,0.0,0.0,2026,,,,13957.42,3371357.6,2025-06-30T00:00:00,2021-01-01T00:00:00,,,3185575.46,,,,True,,,0.0,0.0,,,0.0,,,,3224632.6,1714847.96,1509784.64,,202301319575290902,4665032.2,0.0,0.0,,,175737.44,124184.01,YEAR-END,2025,,0.0,0.0,0.0,0.0,0.0,,3357400.18,2461076.97,,,0.0,0.0,15659.42,2476736.39,694881.65,146725.0,459029.47,,,0.0,4045046.49,13957.42,0.0,0.0,,,0.0,2025-06-30T00:00:00,199000.0,0.0,
M001190,H2OK02083,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001199,H6FL18097,2026,candidate,,,,,,,0.0,0.0,2026,,,,35.0,919856.44,2025-06-30T00:00:00,2025-01-01T00:00:00,,,859254.63,,,,True,,,0.0,0.0,,,0.0,,,,867856.44,572728.67,295127.77,,202507149762819745,2015521.19,0.0,0.0,,,578742.92,519042.87,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,919821.44,855887.35,,,0.0,0.0,50.0,855937.35,3282.28,52000.0,14371.72,,,0.0,1103398.16,35.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,169120.0,0.0,
M001208,H8GA06393,2026,candidate,,,,,,,0.0,0.0,2026,,,,2716.34,263296.33,2025-06-30T00:00:00,2025-01-01T00:00:00,,,520074.78,,,,True,,,0.0,0.0,,,0.0,,,,139079.68,110998.66,28081.02,,202507159762914331,704462.29,0.0,0.0,,,218841.6,157625.01,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,260579.99,424914.69,,,0.0,0.0,43.75,424958.44,67400.0,123437.48,7922.54,,,779.17,271262.62,2716.34,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,25000.0,
M001213,H0UT01205,2026,candidate,,,,,,,0.0,0.0,2026,,,,500.0,998537.19,2025-06-30T00:00:00,2025-01-01T00:00:00,,,555644.06,,,,True,,,0.0,0.0,,,0.0,,,,420037.19,418586.75,1450.44,,202507159763102119,2011711.71,0.0,0.0,,,466952.76,136823.92,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,998037.19,220994.06,,,0.0,0.0,0.0,220994.06,334150.0,578500.0,0.0,,,0.0,1033332.83,500.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,34795.64,0.0,
M001217,H2FL22171,2026,candidate,,,,,,,0.0,0.0,2026,,,,611.0,520297.3,2025-06-30T00:00:00,2025-01-01T00:00:00,,,305201.83,,,,True,,,0.0,0.0,,,0.0,,,,397518.14,325885.0,71633.14,,202507159763273922,564511.17,85700.0,0.0,,,350725.84,159636.71,JULY QUARTERLY,2025,,30000.0,30000.0,0.0,0.0,0.0,,519686.3,270275.33,,,0.0,0.0,129.0,270404.33,4186.5,122779.16,0.0,,,0.0,520426.3,611.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001222,H2OH16051,2026,candidate,,,,,,,0.0,0.0,2026,,,,-875.0,450649.06,2025-06-30T00:00:00,2025-01-01T00:00:00,,,175175.91,,,,True,,,0.0,0.0,,,0.0,,,,195708.27,188150.0,7558.27,,202507159763201587,704491.19,1000000.0,0.0,,,233864.6,80686.9,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,451524.06,173771.34,,,0.0,0.0,654.57,174425.91,1625.0,254940.79,0.0,,,0.0,705137.71,-875.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,253834.08,0.0,
M001226,H2NJ08232,2026,candidate,,,,,,,0.0,0.0,2026,,,,2200.0,372890.5,2025-06-30T00:00:00,2025-01-01T00:00:00,,,219945.84,,,,True,,,0.0,0.0,,,0.0,,,,200851.5,196319.06,4532.44,,202507159763426556,432851.57,0.0,0.0,,,222753.0,88844.76,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,370690.5,199506.9,,,0.0,0.0,188.94,199695.84,18050.0,172039.0,3032.41,,,0.0,376111.85,1200.0,1000.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001230,H8PA15195,2026,candidate,,,,,,,0.0,0.0,2026,,,,17742.73,864705.96,2025-06-30T00:00:00,2025-01-01T00:00:00,,,377620.5,,,,True,,,0.0,0.0,,,0.0,,,,474265.08,301573.78,172691.3,,202507159762868047,1194805.45,8182.67,0.0,,,446761.4,187260.52,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,846963.23,348364.18,,,0.0,0.0,1013.59,349377.77,10500.0,385440.88,0.0,,,5000.0,1469186.04,17742.73,0.0,0.0,,,0.0,2025-06-30T00:00:00,603466.49,0.0,
M001234,H4MN03118,2026,candidate,,,,,,,0.0,7000.0,2026,,,,8525.0,394074.17,2025-06-30T00:00:00,2025-01-01T00:00:00,,,265861.4,,,,True,,,0.0,0.0,,,0.0,,,,329574.17,302228.0,27346.17,,202507159763065650,154400.43,0.0,0.0,,,163629.17,156979.84,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,385549.17,239537.29,,,0.0,0.0,799.11,240336.4,17000.0,57500.0,0.0,,,0.0,394873.28,8525.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
M001238,H4DE00045,2026,candidate,,,,,,,0.0,0.0,2026,,,,1298.75,1529161.38,2025-06-30T00:00:00,2025-01-01T00:00:00,,,531635.04,,,,True,,,0.0,0.0,,,0.0,,,,1384061.38,936087.26,447974.12,,202507159763152595,1221278.56,0.0,0.0,,,817578.13,238130.49,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,1527862.63,518834.43,,,0.0,0.0,8568.95,527403.38,2932.91,145100.0,0.0,,,0.0,1545786.74,1298.75,0.0,0.0,,,0.0,2025-06-30T00:00:00,8056.41,0.0,
M001242,S4OH00192,2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N000026,H0TX22302,2026,candidate,,,,,,,0.0,0.0,2026,,,,11300.28,150308.51,2025-06-30T00:00:00,2025-01-01T00:00:00,,,231009.92,,,,True,,,0.0,0.0,,,0.0,,,,45308.51,44700.0,608.51,,202507159762870022,246830.53,0.0,0.0,,,75606.14,36919.12,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,139008.23,160256.4,,,0.0,0.0,37453.24,197709.64,22000.0,105000.0,1000.0,,,0.0,188761.75,6300.28,5000.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
N000190,H8SC05158,2026,candidate,,,,,,,0.0,0.0,2026,,,,0.0,43219.5,2025-06-30T00:00:00,2025-01-01T00:00:00,,,158743.73,,,,True,,,0.0,0.0,,,0.0,,,,11719.5,11150.0,569.5,,202507089762736522,479086.45,0.0,0.0,,,25217.5,15309.23,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,43219.5,42693.73,,,0.0,0.0,0.0,42693.73,116050.0,31500.0,0.0,,,0.0,43219.5,0.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
O000086,H0UT04076,2026,candidate,,,,,,,0.0,0.0,2026,,,,150.0,240640.39,2025-06-30T00:00:00,2025-01-01T00:00:00,,,336909.93,,,,True,,,0.0,0.0,,,0.0,,,,203140.39,147795.91,55344.48,,202507159762952284,101148.37,0.0,0.0,,,142138.39,182261.65,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,240490.39,336456.3,,,0.0,0.0,303.63,336759.93,0.0,37500.0,0.0,,,0.0,304629.45,150.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,63685.43,0.0,
O000175,H2TN05446,2026,candidate,,,,,,,0.0,0.0,2026,,,,1529.35,86070.75,2025-06-30T00:00:00,2025-01-01T00:00:00,,,95254.74,,,,True,,,0.0,0.0,,,0.0,,,,43570.75,37587.5,5983.25,,202507159763369296,59406.19,20000.0,0.0,,,48804.44,48017.22,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,84541.4,82079.46,,,0.0,0.0,6669.54,88749.0,4976.39,42500.0,0.0,,,0.0,92740.29,1529.35,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
P000048,H0TX11230,2026,candidate,,,,,,,0.0,0.0,2026,,,,7646.65,418080.92,2025-06-30T00:00:00,2025-01-01T00:00:00,,,830544.78,,,,True,,,0.0,0.0,,,0.0,,,,327080.92,196684.98,130395.94,,202507159763188320,2985614.81,0.0,0.0,,,221162.02,407906.3,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,410434.27,797278.13,,,0.0,0.0,0.0,797278.13,25620.0,91000.0,35761.43,,,0.0,1492054.05,7646.65,0.0,0.0,,,0.0,2025-06-30T00:00:00,1038211.7,0.0,
P000597,H8ME01120,2026,candidate,,,,,,,0.0,0.0,2026,,,,25.0,147384.49,2025-06-30T00:00:00,2025-01-01T00:00:00,,,129481.82,,,,True,,,0.0,0.0,,,0.0,,,,57334.49,24600.0,32734.49,,202507159762898505,434724.33,20000.0,0.0,,,91195.62,35137.83,JULY QUARTERLY,2025,,0.0,0.0,0.0,0.0,0.0,,147359.49,72566.46,,,0.0,0.0,1140.36,73706.82,55750.0,90050.0,3.07,,,0.0,148527.92,25.0,0.0,0.0,,,0.0,2025-06-30T00:00:00,0.0,0.0,
